"ActionKey","Feature","Kind","Context","AdminGrantable","Status","Gate","Risk","DatabaseRisk","Requires","Screens","Guard","CurrentScope"
"transfer.restore.preview","FX-10","COMMAND","SUPER","false","Blocked","Blocked Q-08; key recovery Q-04","Operational","Administrative","","FX10-S05","SuperAdmin-only + separate approved recovery operation; không one-click live overwrite; Provider-specific scope; không universal data dump","false"
"transfer.restore.request","FX-10","COMMAND","SUPER","false","Blocked","Blocked Q-08; key recovery Q-04","Operational","Administrative","","FX10-S05","SuperAdmin-only + separate approved recovery operation; không one-click live overwrite; Provider-specific scope; không universal data dump","false"
"transfer.worker.backup","FX-10","WORKER","SYSTEM","false","Blocked","Blocked Q-08/Q-04","Operational","Administrative","","","Trusted operational identity + approved run/environment; không User export; Provider-specific scope; không universal data dump","false"
"transfer.worker.restore","FX-10","WORKER","SYSTEM","false","Blocked","Blocked Q-08/Q-04","Operational","Administrative","","","Trusted operational identity + approved run/environment; không User export; Provider-specific scope; không universal data dump","false"
"projects.project.read","FX-11","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX11-S01;FX11-S03","Create: Title/Description/Start/End, mặc định NotStarted; Update chỉ Project hoạt động; cảnh báo khoảng thời gian, không sửa status qua Update; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"projects.project.create","FX-11","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX11-S01;FX11-S02","Create: Title/Description/Start/End, mặc định NotStarted; Update chỉ Project hoạt động; cảnh báo khoảng thời gian, không sửa status qua Update; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"projects.project.update","FX-11","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","projects.project.read","FX11-S02","Create: Title/Description/Start/End, mặc định NotStarted; Update chỉ Project hoạt động; cảnh báo khoảng thời gian, không sửa status qua Update; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"projects.project.start","FX-11","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX11-S03","Chỉ NotStarted ↔ InProgress; chuyển ngược cần reason; không terminal → active; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"projects.project.revert","FX-11","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX11-S03","Chỉ NotStarted ↔ InProgress; chuyển ngược cần reason; không terminal → active; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"projects.project.complete","FX-11","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX11-S04","Active; nếu còn Task chưa kết thúc: cảnh báo + reason; giữ Task states, khóa cả aggregate; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"projects.project.skip","FX-11","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX11-S04","Active; xác nhận; giữ Task states, khóa cả aggregate; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"projects.project.trash","FX-11","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX11-S01","Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc; preview aggregate, không purge; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"projects.project.restore","FX-11","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX11-S01","Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc; đúng deletion cohort, parent hợp lệ; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"projects.project.purge","FX-11","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX11-S01","Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"projects.project.history","FX-11","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Sensitive","Sensitive","","FX11-S05","Owner-only history, cùng owner/module; không share/support; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"projects.project.share","FX-11","COMPOSITE","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Disclosure","Sensitive","sharing.link.read","FX11-S03","Source eligible, SharingEnabled, projection chính xác; kết hợp sharing.link.*; không history/reason/secret; Cùng owner; Project terminal Completed/Skipped không mở lại; mọi Task bên trong chỉ-đọc","true"
"tasks.task.read","FX-12","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX12-S01;FX12-S02;FX12-S04","Own Task read trong Project active hoặc terminal; terminal không mất quyền xem; Trash chỉ source-approved preview, không live detail; Cùng owner; ProjectId bất biến; Project terminal cho xem chỉ-đọc, không tiếp tục Task; mutation cần parent active trừ Trash purge theo provider/cohort riêng","true"
"tasks.task.create","FX-12","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX12-S01;FX12-S03","Cùng owner; ProjectId bất biến; Project terminal cho xem chỉ-đọc, không tiếp tục Task; mutation cần parent active trừ Trash purge theo provider/cohort riêng; Title/Project/Start/End required; create NotStarted/InProgress; Update không đổi status/project/reminder; ngoài khoảng Project cần confirm; Cùng owner; ProjectId bất biến; Project terminal cho xem chỉ-đọc, không tiếp tục Task; mutation cần parent active trừ Trash purge theo provider/cohort riêng","true"
"tasks.task.update","FX-12","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","tasks.task.read","FX12-S02;FX12-S03","Cùng owner; ProjectId bất biến; Project terminal cho xem chỉ-đọc, không tiếp tục Task; mutation cần parent active trừ Trash purge theo provider/cohort riêng; Title/Project/Start/End required; create NotStarted/InProgress; Update không đổi status/project/reminder; ngoài khoảng Project cần confirm; Cùng owner; ProjectId bất biến; Project terminal cho xem chỉ-đọc, không tiếp tục Task; mutation cần parent active trừ Trash purge theo provider/cohort riêng","true"
"tasks.task.start","FX-12","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX12-S01","Parent active; state graph FX-12; revert bắt buộc reason; Completed ↔ Skipped phải qua active state, không đi tắt; Cùng owner; ProjectId bất biến; Project terminal cho xem chỉ-đọc, không tiếp tục Task; mutation cần parent active trừ Trash purge theo provider/cohort riêng","true"
